položaj,ime,celina,država,ocena,višinska_razlika,proge,modre,rdeče,črne,žičnice
2039,Blizzard Mountain,North America,USA,2.3,217.0,4.4,1.7,2.0,0.7,nan
2039,Menchil (Менчул) – Slavske (Славське),Europe,Ukraine,2.3,310.0,4.4,0.0,3.6,0.8,2
2039,Ravensberg – Bad Sachsa,Europe,Germany,2.3,114.0,4.4,2.2,1.2,1.0,3
2039,Hagenberglifte – Sulzberg,Europe,Austria,2.3,330.0,4.4,0.2,4.2,0.0,2
2053,Camigliatello Silano,Europe,Italy,2.8,407.0,4.3,2.4,1.9,0.0,nan
2053,Asahimura Budo,Asia,Japan,2.6,501.0,4.3,1.9,1.2,1.2,2
2053,Chicopee,North America,Canada,2.5,60.0,4.3,1.0,2.0,1.3,4
2053,Nakasato Kiyotsu  (temporarily closed),Asia,Japan,2.5,267.0,4.3,2.0,2.3,0.0,nan
2053,Mátraszentistván Sipark,Europe,Hungary,2.4,148.0,4.3,2.0,1.7,0.6,8
2053,Čičmany – Javorinka,Europe,Slovakia,2.3,323.0,4.3,2.2,1.2,0.9,5
2053,Novako – Jáchymov-Nové Město,Europe,Czech Republic,2.3,130.0,4.3,1.1,2.6,0.6,3
2053,Kirpichiki – Petropavlovsk-Kamchatskiy,Asia,Russia,2.3,194.0,4.3,1.8,2.5,0.0,3
2053,Ochodzita – Koniaków,Europe,Poland,2.3,140.0,4.3,2.0,2.3,0.0,3
2053,Ca et là Ski Resort Oze  (temporarily closed),Asia,Japan,nan,476.0,4.3,1.0,2.0,1.3,3
2063,Rarău – Câmpulung Moldovenesc,Europe,Romania,2.8,450.0,4.2,1.4,2.8,0.0,nan
2063,Alpensia (PyeongChang's Winter Olympic Park),Asia,South Korea,2.7,195.0,4.2,0.8,3.4,0.0,3
2063,Piazzatorre,Europe,Italy,2.6,670.0,4.2,1.5,2.0,0.7,2
2063,Engaru Rock Valley,Asia,Japan,2.5,270.0,4.2,2.0,1.0,1.2,nan
2063,Makado Onsen  (temporarily closed),Asia,Japan,2.5,240.0,4.2,0.7,2.8,0.7,4
2063,Yudonosan,Asia,Japan,2.5,170.0,4.2,2.9,1.3,0.0,3
2063,Tyrol Basin – Mt Horeb,North America,USA,2.5,82.0,4.2,1.2,1.5,1.5,6
2063,Thunder Ridge,North America,USA,2.5,120.0,4.2,1.8,1.0,1.4,5
2063,Misurina – Passo Tre Croci,Europe,Italy,2.5,362.0,4.2,0.8,2.9,0.5,2
2063,Wierchomla,Europe,Poland,2.5,306.0,4.2,1.8,2.4,0.0,4
2063,Hochschwarzeck – Ramsau bei Berchtesgaden,Europe,Germany,2.4,370.0,4.2,4.2,0.0,0.0,3
2063,Bruce Mound,North America,USA,2.4,100.0,4.2,0.4,1.0,2.8,5
2063,Lispach – La Bresse,Europe,France,2.3,208.0,4.2,3.0,1.0,0.2,5
2063,Búče – Renčišov,Europe,Slovakia,2.3,346.0,4.2,0.9,2.1,1.2,6
2063,Bläsiberg – Wiesensteig,Europe,Germany,2.3,156.0,4.2,2.6,1.2,0.4,3
2063,Lifjell,Europe,Norway,2.3,354.0,4.2,1.8,2.4,0.0,2
2063,Severák,Europe,Czech Republic,2.3,88.0,4.2,3.0,1.2,0.0,11
2063,Little Smoky,North America,Canada,2.3,70.0,4.2,1.3,1.0,1.9,2
2063,Prags (Braies),Europe,Italy,2.3,233.0,4.2,1.0,3.2,0.0,2
2063,Uhliská (Nižná),Europe,Slovakia,2.3,260.0,4.2,2.6,1.6,0.0,3
2063,Jundushan,Asia,China,nan,247.0,4.2,2.0,1.0,1.2,7
2084,Hauereck – St. Kathrein am Hauenstein,Europe,Austria,2.7,305.0,4.1,1.7,2.4,0.0,4
2084,Sakae Club,Asia,Japan,2.5,404.0,4.1,0.9,2.6,0.6,3
2084,Woods Valley,North America,USA,2.5,150.0,4.1,2.1,1.5,0.5,5
2084,Vitanová,Europe,Slovakia,2.4,243.0,4.1,2.2,1.9,0.0,4
2084,Grúň (Ski Park) – Staré Hamry,Europe,Czech Republic,2.4,143.0,4.1,1.7,2.2,0.2,3
2084,Saint-Georges,North America,Canada,2.3,84.0,4.1,1.1,1.5,1.5,3
2084,Rauma,Europe,Norway,2.3,302.0,4.1,1.4,2.0,0.7,nan
2084,Cottonwood Butte,North America,USA,2.3,257.0,4.1,0.1,2.2,1.8,2
2084,Divnyi – Divnogorsk,Asia,Russia,2.3,270.0,4.1,2.5,0.9,0.7,4
2084,Savalen,Europe,Norway,2.3,198.0,4.1,1.9,2.2,0.0,3
2084,Šachty – Vysoké nad Jizerou,Europe,Czech Republic,2.3,180.0,4.1,1.6,2.5,0.0,5
2084,Gebrei,Europe,no data,2.3,110.0,4.1,2.9,1.2,0.0,3
2084,Passo San Leonardo  (temporarily closed),Europe,Italy,2.3,159.0,4.1,4.1,0.0,0.0,2
2084,Vitsi,Europe,Greece,2.3,265.0,4.1,3.1,1.0,0.0,3
2098,Canada Olympic Park – Calgary,North America,Canada,3.1,120.0,4.0,3.5,0.5,0.0,6
2098,Szymoszkowa,Europe,Poland,2.8,261.0,4.0,2.0,2.0,0.0,3
2098,Sljeme (Medvednica) – Zagreb,Europe,Croatia,2.8,300.0,4.0,1.5,1.5,1.0,4
2098,Říčky v Orlických horách,Europe,Czech Republic,2.8,252.0,4.0,1.5,1.5,1.0,4
2098,Reither Kogel – Reith im Alpbachtal,Europe,Austria,2.7,610.0,4.0,0.6,3.4,0.0,5
2098,Drammen (Skimore),Europe,Norway,2.7,280.0,4.0,1.0,2.0,1.0,3
2098,Hirugano Kogen,Asia,Japan,2.7,150.0,4.0,1.4,1.8,0.8,3
2098,Golsfjellet,Europe,Norway,2.7,280.0,4.0,1.0,2.0,1.0,2
2098,Alpine Valley Resort – Elkhorn,North America,USA,2.7,105.0,4.0,1.5,1.5,1.0,7
2098,Bubi Dagi – Agri,Asia,Turkey,2.6,300.0,4.0,2.0,2.0,0.0,3
2098,Tirolina (Haltjochlift) – Hinterthiersee,Europe,Austria,2.6,225.0,4.0,2.0,1.2,0.8,2
2098,Pont d'Espagne – Cauterets,Europe,France,2.6,291.0,4.0,3.0,1.0,0.0,4
2098,Vallecitos  (temporarily closed),South America,Argentina,2.6,650.0,4.0,1.0,2.0,1.0,6
2098,Harenda,Europe,Poland,2.6,198.0,4.0,2.1,1.0,0.9,6
2098,Laber – Oberammergau,Europe,Germany,2.6,784.0,4.0,0.0,0.0,4.0,nan
2098,Iohzan – Kanazawa,Asia,Japan,2.5,150.0,4.0,1.6,1.2,1.2,2
2098,Otaru Tenguyama,Asia,Japan,2.5,327.0,4.0,1.7,1.3,1.0,3
2098,Hidden Valley (MO),North America,USA,2.5,90.0,4.0,1.0,2.0,1.0,7
2098,Wilmot Mountain,North America,USA,2.5,62.0,4.0,1.4,1.6,1.0,9
2098,Holiday Mountain (NY),North America,USA,2.5,120.0,4.0,1.0,2.0,1.0,3
2098,Markbuchen/Predigtstuhl (St. Englmar),Europe,Germany,2.5,174.0,4.0,4.0,0.0,0.0,5
2098,The Homestead Resort,North America,USA,2.5,55.0,4.0,1.0,2.0,1.0,5
2098,Seven Oaks,North America,USA,2.5,53.0,4.0,1.5,2.0,0.5,2
2098,Pilatus Tateshina,Asia,Japan,2.5,477.0,4.0,1.0,2.5,0.5,3
2098,Kamui Misaka,Asia,Japan,2.5,178.0,4.0,2.0,1.5,0.5,4
2098,Shanty Creek Resorts – Summit Mountain,North America,USA,2.5,85.0,4.0,0.8,2.5,0.7,2
2098,Snowstar,North America,USA,2.5,55.0,4.0,0.5,1.5,2.0,5
2098,Malyovitsa,Europe,Bulgaria,2.5,240.0,4.0,0.9,1.9,1.2,6
2098,Timberline Summit Pass,North America,USA,2.5,93.0,4.0,2.0,2.0,0.0,nan
2098,Mt. Ashwabay – Salmo,North America,USA,2.5,83.0,4.0,1.5,1.2,1.3,2
2098,Andes Tower Hills,North America,USA,2.5,89.0,4.0,2.2,1.6,0.2,4
2098,Do-Mi-Ski – Dolbeau-Mistassini,North America,Canada,2.5,41.0,4.0,2.0,2.0,0.0,nan
2098,Tsey,Europe,Russia,2.5,450.0,4.0,1.0,3.0,0.0,2
2098,Powder Ridge,North America,USA,2.5,76.0,4.0,2.0,1.5,0.5,6
2098,Snow Valley – Barrie,North America,Canada,2.5,90.0,4.0,2.0,1.0,1.0,8
2098,Homole – Jaworki,Europe,Poland,2.5,116.0,4.0,1.1,2.0,0.9,3
2098,Bradford,North America,USA,2.5,70.0,4.0,1.5,1.5,1.0,7
2098,Rein in Taufers (Riva di Tures),Europe,Italy,2.5,252.0,4.0,2.0,2.0,0.0,2
2098,Mansfield Ski Club,North America,Canada,2.5,110.0,4.0,0.6,2.0,1.4,6
2098,Starý Smokovec – Hrebienok,Europe,Slovakia,2.5,450.0,4.0,3.4,0.6,0.0,3
2098,Sellata,Europe,Italy,2.5,349.0,4.0,0.6,2.1,1.3,3
2098,Mt. Zion Hill,North America,USA,2.5,91.0,4.0,2.0,1.5,0.5,3
2098,Blidinje – Risovac,Europe,Bosnia and Herzegovina,2.5,261.0,4.0,1.5,2.0,0.5,3
2098,Alpe Cialma – Locana,Europe,Italy,2.5,400.0,4.0,1.0,3.0,0.0,3
2098,Mont Chalco,North America,Canada,2.5,88.0,4.0,2.0,0.5,1.5,2
2098,Yuyang,Asia,China,2.5,248.0,4.0,2.0,1.0,1.0,10
2098,Troodos – Mount Olympos,Asia,Cyprus,2.5,220.0,4.0,1.0,2.0,1.0,5
2098,Bear's Den Mountain – Fort Ransom  (temporarily closed),North America,USA,2.5,80.0,4.0,2.0,2.0,0.0,3
2098,Howelsen Hill – Steamboat Springs,North America,USA,2.5,135.0,4.0,1.7,1.5,0.8,3
2098,Nitehawk,North America,Canada,2.5,135.0,4.0,2.0,1.5,0.5,4
2098,Alshan Alpine,Asia,China,nan,148.0,4.0,nan,nan,nan,2
2098,Suche,Europe,Poland,2.4,137.0,4.0,2.4,1.6,0.0,4
2098,Val Formica – Cima Larici,Europe,Italy,2.4,122.0,4.0,3.0,1.0,0.0,4
2098,Nartraj – Chrzanów,Europe,Poland,2.4,59.0,4.0,1.5,2.5,0.0,6
2098,Jølster Skisenter,Europe,Norway,2.4,560.0,4.0,2.0,1.7,0.3,4
2098,Hunau – Bödefeld,Europe,Germany,2.3,200.0,4.0,4.0,0.0,0.0,4
2098,Careggine – Alpi Apuane (Monte la Cima),Europe,Italy,2.3,618.0,4.0,2.0,2.0,0.0,2
2098,Varingskollen,Europe,Norway,2.3,446.0,4.0,2.0,1.0,1.0,5
2098,Le Petit Chamonix,North America,Canada,2.3,150.0,4.0,2.0,1.0,1.0,2
2098,Lužná,Europe,Czech Republic,2.3,170.0,4.0,1.0,2.0,1.0,2
2098,Prato (Leventina),Europe,Switzerland,2.3,225.0,4.0,1.0,2.0,1.0,2
2098,Tromsø,Europe,Norway,2.3,383.0,4.0,1.0,2.0,1.0,3
2098,Hochlecken – Neukirchen (Altmünster),Europe,Austria,2.3,295.0,4.0,2.0,1.0,1.0,5
2098,Pian Neiretto,Europe,Italy,2.3,300.0,4.0,0.8,2.0,1.2,2
2098,MeriTeijo Ski,Europe,Finland,2.3,80.0,4.0,2.9,0.8,0.3,4
2098,Kappruet,Europe,Sweden,2.3,140.0,4.0,2.7,1.0,0.3,nan
2098,Volen – Yakhroma,Europe,Russia,2.3,50.0,4.0,3.0,0.7,0.3,6
2098,Fairview Ski Hill,North America,Canada,2.3,175.0,4.0,1.4,0.8,1.8,4
2098,Mullsjö Alpin,Europe,Sweden,2.3,95.0,4.0,2.1,1.4,0.5,5
2098,Surnadal,Europe,Norway,2.3,367.0,4.0,2.8,1.2,0.0,nan
2098,Schuttannen – Hohenems,Europe,Austria,2.3,170.0,4.0,2.0,2.0,0.0,2
2098,Fjellhaugen Skisenter,Europe,Norway,2.3,175.0,4.0,3.5,0.5,0.0,2
2098,Glasenberg – Maria Neustift,Europe,Austria,2.3,191.0,4.0,3.0,1.0,0.0,nan
2098,Les Genevez,Europe,Switzerland,2.3,123.0,4.0,2.0,1.5,0.5,2
2098,La Loge des Gardes,Europe,France,2.3,110.0,4.0,3.0,1.0,0.0,3
2098,Fischenthal-Aurüti – Oberegg,Europe,Switzerland,2.3,225.0,4.0,1.7,1.5,0.8,2
2098,Wachtberglifts – Weyregg am Attersee,Europe,Austria,2.3,208.0,4.0,2.0,2.0,0.0,3
2098,Windeck – Hinterzarten,Europe,Germany,2.3,219.0,4.0,2.5,1.5,0.0,3
2098,Rostovo,Europe,Bosnia and Herzegovina,2.3,98.0,4.0,2.5,1.5,0.0,2
2098,Çirtkaya – Bitlis,Asia,Turkey,2.3,190.0,4.0,0.0,3.0,1.0,nan
2098,St. Oswald (Kartitsch),Europe,Austria,2.3,464.0,4.0,1.0,3.0,0.0,3
2098,Breimsbygda – Utvikfjellet,Europe,Norway,2.3,230.0,4.0,2.0,2.0,0.0,4
2098,Alpsteinblick – Gonten,Europe,Switzerland,2.3,252.0,4.0,3.0,1.0,0.0,3
2098,Tonnerhütte – Mühlen,Europe,Austria,2.3,180.0,4.0,3.0,1.0,0.0,2
2098,Hohe Winde – Beinwil,Europe,Switzerland,2.3,300.0,4.0,3.0,1.0,0.0,2
2098,Oberholz – Farner,Europe,Switzerland,2.3,303.0,4.0,3.0,1.0,0.0,3
2098,Hohwald – Beatenberg-Waldegg,Europe,Switzerland,2.3,314.0,4.0,2.0,2.0,0.0,3
2098,Thaler Höhe – Wiederhofen (Missen-Wilhams),Europe,Germany,2.3,235.0,4.0,3.4,0.6,0.0,4
2098,Le Sappey en Chartreuse,Europe,France,2.3,390.0,4.0,1.5,2.5,0.0,4
2098,Ådneram Skitrekk,Europe,Norway,2.3,232.0,4.0,3.5,0.5,0.0,4
2098,St. Jakob im Walde,Europe,Austria,2.3,200.0,4.0,1.0,3.0,0.0,4
2098,Heiligkreuz-First – Hasle,Europe,Switzerland,2.3,335.0,4.0,2.0,2.0,0.0,2
2098,Gråkallen (Kleiva),Europe,Norway,2.3,159.0,4.0,0.0,4.0,0.0,2
2098,Val Pelens,Europe,France,2.3,137.0,4.0,4.0,0.0,0.0,2
2098,Schwärzenlifts – Eschach,Europe,Germany,2.3,80.0,4.0,3.5,0.5,0.0,14
2098,Kluglifte Hebalm – Rettenbach (Deutschlandsberg),Europe,Austria,2.3,100.0,4.0,3.0,1.0,0.0,3
2098,Homberg – Ziegenhelle  (temporarily closed),Europe,Germany,2.3,163.0,4.0,2.3,1.7,0.0,6
2098,Carlisle Ski Club – Yad Moss,Europe,United Kingdom,2.3,120.0,4.0,0.0,4.0,0.0,nan
2098,Niederthai (Umhausen),Europe,Austria,2.3,138.0,4.0,2.0,2.0,0.0,4
2098,Mount Mawson,Australia and Oceania,Australia,2.2,72.0,4.0,1.0,2.0,1.0,3
2098,Hirtenteich – Essingen-Lauterburg/Aalen,Europe,Germany,2.2,120.0,4.0,2.5,1.5,0.0,3
2098,Hakusan Shiramine Onsen,Asia,Japan,nan,400.0,4.0,2.0,2.0,0.0,3
2098,Twin Towers  (temporarily closed),North America,Canada,nan,80.0,4.0,2.0,2.0,0.0,nan
2098,Stepanovo,Europe,Russia,nan,40.0,4.0,0.4,3.6,0.0,3
2098,Abali,Asia,Iran,nan,250.0,4.0,2.0,2.0,0.0,9
2098,Fereydunshahr,Asia,Iran,nan,370.0,4.0,2.0,2.0,0.0,2
2098,Shennongjia,Asia,China,nan,85.0,4.0,nan,nan,nan,7
2098,MiaoXiangShan,Asia,China,nan,170.0,4.0,nan,nan,nan,4
2098,Tianshan,Asia,China,nan,126.0,4.0,nan,nan,nan,5
2098,Jinshanling,Asia,China,nan,nan,4.0,nan,nan,nan,5
2208,Steckenberg – Unterammergau,Europe,Germany,2.8,210.0,3.9,1.0,2.5,0.4,7
2208,Niedere – Andelsbuch/Bezau,Europe,Austria,2.6,1060.0,3.9,2.5,1.0,0.4,4
2208,Igrišta – Vlasenica,Europe,Bosnia and Herzegovina,2.6,340.0,3.9,2.0,1.9,0.0,2
2208,Červenohorské sedlo,Europe,Czech Republic,2.6,302.0,3.9,1.3,1.8,0.8,8
2208,Mystic Mountain – Farmington,North America,USA,2.5,92.0,3.9,2.3,1.0,0.6,2
2208,Jiudingshan Taiziling,Asia,China,2.5,233.0,3.9,1.2,0.0,2.7,nan
2208,Laqlouq,Asia,Lebanon,2.4,255.0,3.9,2.3,1.6,0.0,6
2208,Mont du Lac,North America,USA,2.4,85.0,3.9,0.5,1.4,2.0,3
2208,Saint-Raymond,North America,Canada,2.4,110.0,3.9,2.0,1.0,0.9,3
2208,Wasserkuppe,Europe,Germany,2.4,215.0,3.9,1.1,1.7,1.1,7
2208,Cap-Chat,North America,Canada,2.3,203.0,3.9,0.9,1.1,1.9,nan
2208,Solbergsbacken,Europe,Sweden,2.3,220.0,3.9,2.7,1.2,0.0,3
2208,Provitis Ilias – Metsovo,Europe,Greece,2.3,200.0,3.9,2.9,1.0,0.0,3
2208,Vyšné Ružbachy,Europe,Slovakia,2.3,173.0,3.9,2.8,1.1,0.0,6
2208,Rienz – Toblach (Dobbiaco),Europe,Italy,2.3,210.0,3.9,1.4,2.5,0.0,3
2208,Voithenberg – Furth im Wald,Europe,Germany,2.3,275.0,3.9,1.2,2.7,0.0,2
2208,Furtnerlifts – Rohr im Gebirge  (temporarily closed),Europe,Austria,2.3,127.0,3.9,1.5,1.5,0.9,3
2225,Schneeberg,Europe,Austria,2.6,430.0,3.8,1.0,2.8,0.0,5
2225,Małe Ciche,Europe,Poland,2.6,212.0,3.8,3.8,0.0,0.0,4
2225,Ashibetsu,Asia,Japan,2.5,160.0,3.8,1.6,1.2,1.0,3
2225,Makinoiri Kogen (Mt. Kosha),Asia,Japan,2.5,244.0,3.8,1.3,2.5,0.0,3
2225,Great Bear Ski Valley,North America,USA,2.5,60.0,3.8,2.6,1.2,0.0,nan
2225,Jinlongshan – Zhalantun,Asia,China,2.5,172.0,3.8,2.8,1.0,0.0,nan
2225,Mount Peter,North America,USA,2.4,85.0,3.8,1.0,2.0,0.8,7
2225,Strachan – Ždiar,Europe,Slovakia,2.4,149.0,3.8,2.4,1.4,0.0,3
2225,Yurmanka,Asia,Russia,2.4,158.0,3.8,3.2,0.6,0.0,5
2225,Kalpalinna,Europe,Finland,2.3,54.0,3.8,2.0,0.8,1.0,4
2225,Vihti Ski Center,Europe,Finland,2.3,70.0,3.8,2.5,0.4,0.9,10
2225,Eschenberg – Niedersfeld,Europe,Germany,2.3,145.0,3.8,1.2,2.4,0.2,3
2225,Bocksliden,Europe,Sweden,2.3,152.0,3.8,2.2,0.9,0.7,2
2225,Kaste – Petříkov,Europe,Czech Republic,2.3,195.0,3.8,0.6,3.2,0.0,5
2225,Studenov,Europe,Czech Republic,2.3,302.0,3.8,2.4,1.4,0.0,4
2225,Terraski Park – Shava,Europe,no data,2.3,77.0,3.8,1.9,1.9,0.0,2
2225,Stollenbach bei Oberried – Toter Mann,Europe,Germany,2.3,215.0,3.8,2.0,1.8,0.0,4
2225,Snegorka,Asia,Russia,2.3,318.0,3.8,1.8,2.0,0.0,3
2225,Semkovo,Europe,Bulgaria,2.2,185.0,3.8,1.6,1.0,1.2,8
2244,Palenica – Szczawnica,Europe,Poland,2.6,264.0,3.7,2.2,1.5,0.0,4
2244,Minakami Kogen Fujiwara,Asia,Japan,2.5,150.0,3.7,2.0,1.2,0.5,3
2244,Suior,Europe,Romania,2.5,298.0,3.7,0.1,3.6,0.0,nan
2244,Otis Ridge,North America,USA,2.4,105.0,3.7,1.2,1.5,1.0,4
2244,Pezinská Baba,Europe,Slovakia,2.3,192.0,3.7,2.1,1.1,0.5,5
2244,La Croix de Bauzon,Europe,France,2.3,154.0,3.7,2.4,0.5,0.8,5
2244,Soláň – Vrchol,Europe,Czech Republic,2.3,181.0,3.7,1.5,1.4,0.8,4
2244,Bučník – Polomka,Europe,Slovakia,2.3,295.0,3.7,0.6,3.1,0.0,3
2244,Tindastóll – Sauðárkrókur,Europe,Iceland,2.3,473.0,3.7,0.9,2.8,0.0,2
2244,Hinterreit,Europe,Austria,2.3,420.0,3.7,2.7,1.0,0.0,3
2244,Eagle Valley  (temporarily closed),Asia,South Korea,nan,80.0,3.7,1.2,1.5,1.0,3
2244,Flus,Europe,Russia,2.1,76.0,3.7,2.5,1.2,0.0,7
2256,Eckbauer – Garmisch-Partenkirchen,Europe,Germany,nan,500.0,3.6,0.0,3.0,0.6,3
2256,Bichlalm,Europe,Austria,2.6,693.0,3.6,3.6,0.0,0.0,nan
2256,Ratzi – Spiringen,Europe,Switzerland,2.5,890.0,3.6,2.0,1.6,0.0,2
2256,Yogo Kogen,Asia,Japan,2.5,187.0,3.6,1.2,2.1,0.3,4
2256,Matthias-Schmidt-Berg – St. Andreasberg,Europe,Germany,2.5,125.0,3.6,1.2,0.6,1.8,3
2256,Lago Hermoso,South America,Argentina,2.4,225.0,3.6,2.0,1.6,0.0,2
2256,Nowa Osada – Wisła,Europe,Poland,2.4,196.0,3.6,2.6,1.0,0.0,4
2256,Logoisk,Europe,Belarus,2.4,50.0,3.6,2.8,0.8,0.0,2
2256,Strednica – Ždiar,Europe,Slovakia,2.4,114.0,3.6,2.3,1.3,0.0,7
2256,Kwan – Kaluga,Europe,Russia,2.3,83.0,3.6,2.6,1.0,0.0,7
2256,Čierny Balog,Europe,Slovakia,2.3,249.0,3.6,0.3,3.3,0.0,3
2256,Ottenleue – Sangernboden,Europe,Switzerland,2.3,150.0,3.6,1.7,1.1,0.8,nan
2256,Ski Sport Alm – Burladingen,Europe,Germany,2.3,165.0,3.6,1.5,1.2,0.9,2
2256,Lake District Ski Club – Raise,Europe,United Kingdom,2.3,107.0,3.6,1.0,2.0,0.6,nan
2256,Malá Úpa,Europe,Czech Republic,2.3,258.0,3.6,1.4,2.2,0.0,8
2256,Sonnenberg – St. Andreasberg,Europe,Germany,2.3,96.0,3.6,1.4,0.8,1.4,4
2256,Rucas di Bagnolo,Europe,Italy,2.3,300.0,3.6,0.9,2.7,0.0,2
2256,Krasnaya Sopka – Petropavlovsk-Kamchatskiy,Asia,Russia,2.3,300.0,3.6,1.5,2.1,0.0,2
2256,Petříkovice,Europe,Czech Republic,2.3,160.0,3.6,0.1,3.5,0.0,3
2256,Medvezhya Dolina,Asia,Russia,2.3,402.0,3.6,2.6,1.0,0.0,3
2256,U Čápa – Kořenov-Příchovice,Europe,Czech Republic,2.2,101.0,3.6,3.6,0.0,0.0,3
2256,Tyytari Park – Retselya,Europe,Russia,2.2,65.0,3.6,3.6,0.0,0.0,6
2278,Beskid Sport Arena (Szczyrk),Europe,Poland,2.7,240.0,3.5,1.5,1.2,0.8,4
2278,Asahi Shizen,Asia,Japan,2.5,320.0,3.5,1.5,1.0,1.0,4
2278,Hiroshima Kenmin no Mori  (temporarily closed),Asia,Japan,2.5,250.0,3.5,1.2,1.1,1.2,3
2278,Hagurosan,Asia,Japan,2.5,143.0,3.5,1.7,1.2,0.6,2
2278,Hirayu Onsen,Asia,Japan,2.5,470.0,3.5,0.8,1.7,1.0,2
2278,Kuzuryu,Asia,Japan,2.5,320.0,3.5,0.9,1.9,0.7,4
2278,Gladenkaya – Sajanagorsk,Asia,Russia,2.5,900.0,3.5,0.0,3.5,0.0,3
2278,Victor Constant – West Point,North America,USA,2.5,155.0,3.5,0.3,2.5,0.7,2
2278,Hochplatte – Marquartstein  (temporarily closed),Europe,Germany,2.4,431.0,3.5,3.5,0.0,0.0,nan
2278,Keltepe,Asia,Turkey,2.4,250.0,3.5,2.0,1.5,0.0,2
2278,Kiczera – Puławy (Rymanów),Europe,Poland,2.4,169.0,3.5,2.1,1.4,0.0,4
2278,Alhovuori  (temporarily closed),Europe,Finland,2.4,80.0,3.5,2.0,1.5,0.0,4
2278,Tanzboden – Ebnat-Kappel,Europe,Switzerland,2.3,316.0,3.5,2.0,1.5,0.0,2
2278,Karolinka,Europe,Czech Republic,2.3,214.0,3.5,0.4,2.5,0.6,4
2278,Ventasso Laghi,Europe,Italy,2.3,203.0,3.5,0.3,2.7,0.5,2
2278,Tettau – Wildberg,Europe,Germany,2.3,100.0,3.5,2.0,1.0,0.5,3
2278,Bánkút,Europe,Hungary,2.3,165.0,3.5,1.5,1.0,1.0,9
2278,Storklinta,Europe,Sweden,2.3,185.0,3.5,0.8,2.7,0.0,3
2278,Le Désert d'Entremont,Europe,France,2.3,200.0,3.5,2.0,1.0,0.5,3
2278,Nad Nádražím/Belveder – Železná Ruda,Europe,Czech Republic,2.3,110.0,3.5,1.6,1.9,0.0,6
2278,Český Jiřetín,Europe,Czech Republic,2.3,170.0,3.5,1.5,2.0,0.0,4
2278,Les Bagenelles – Sainte-Marie-aux-Mines,Europe,France,2.3,238.0,3.5,2.7,0.8,0.0,2
2278,Uktus Mountain – Ekaterinburg,Europe,Russia,2.3,101.0,3.5,3.1,0.4,0.0,4
2278,Biryuzovaya Katun,Asia,Russia,2.3,255.0,3.5,1.9,0.9,0.7,2
2278,Olešnice v Orlických horách,Europe,Czech Republic,2.3,85.0,3.5,2.3,1.2,0.0,4
2278,Homole Poniklá  (temporarily closed),Europe,Czech Republic,2.3,150.0,3.5,2.5,1.0,0.0,2
2278,Oberegg – Skilift St. Anton,Europe,Switzerland,2.2,255.0,3.5,3.5,0.0,0.0,nan
2278,Wakasa Hyonosen,Asia,Japan,nan,398.0,3.5,nan,nan,nan,6
2278,Doues,Europe,Italy,nan,nan,3.5,0.0,3.5,0.0,nan
2307,Vigiljoch (Monte San Vigilio) – Lana,Europe,Italy,2.7,328.0,3.4,1.4,2.0,0.0,4
2307,Star Hill Resort – Cheonmasan  (temporarily closed),Asia,South Korea,2.5,200.0,3.4,0.5,1.4,1.5,6
2307,Hakkari Mergabütan,Asia,Turkey,2.4,319.0,3.4,2.2,1.2,0.0,2
2307,Rânca (RO),Europe,Romania,2.4,338.0,3.4,0.6,1.4,1.4,6
2307,Gromadzyń – Ustrzyki Dolne,Europe,Poland,2.4,156.0,3.4,2.6,0.8,0.0,4
2307,Semenic,Europe,Romania,2.3,245.0,3.4,0.4,3.0,0.0,4
2307,Levoča,Europe,Slovakia,2.3,242.0,3.4,1.4,1.1,0.9,4
2307,Schwarzenbachlift – Altglashütten,Europe,Germany,2.3,160.0,3.4,1.5,0.7,1.2,2
2307,Fagerfjell,Europe,Norway,2.3,150.0,3.4,2.8,0.6,0.0,3
2307,Brusnica – Fojnica,Europe,Bosnia and Herzegovina,2.3,212.0,3.4,1.4,2.0,0.0,2
2307,Bogdán,Europe,Romania,2.3,196.0,3.4,2.6,0.8,0.0,2
2307,Pavlovka,Europe,Russia,2.3,140.0,3.4,2.6,0.8,0.0,2
2319,Kasprowy Wierch – Zakopane,Europe,Poland,2.7,973.0,3.3,0.0,0.0,3.3,4
2319,Kawaba,Asia,Japan,2.7,580.0,3.3,0.5,2.0,0.8,6
2319,Horotachi,Asia,Japan,2.5,183.0,3.3,1.1,1.5,0.7,nan
2319,Bruncu Spina  (temporarily closed),Europe,Italy,2.5,260.0,3.3,0.4,1.9,1.0,2
2319,Aldrov – Vítkovice (Witkowitz),Europe,Czech Republic,2.4,198.0,3.3,1.1,1.7,0.5,3
2319,Bublava – Bleiberg,Europe,Czech Republic,2.4,185.0,3.3,1.2,1.6,0.5,7
2319,Opalisko – Závažná Poruba,Europe,Slovakia,2.4,240.0,3.3,0.8,2.5,0.0,5
2319,Presolana,Europe,Italy,2.4,174.0,3.3,1.7,1.6,0.0,5
2319,Jugów – Rymarz,Europe,Poland,2.3,202.0,3.3,1.9,0.8,0.6,2
2319,Zliechov  (temporarily closed),Europe,Slovakia,2.3,196.0,3.3,1.7,0.8,0.8,3
2319,Entre-les-Fourgs (Jougne),Europe,France,2.3,160.0,3.3,2.3,1.0,0.0,2
